Proposal number,Study Sponsor(s),Title,Institution,Lead researcher,URL Path
1321,GSK,Bone Quality Project,"University of California, San Francisco",Dennis M. Black,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14409&GroupID=SUMMARIES
1322,GSK,Comparative efficacy of different therapeutic approaches in the "naïve" patient  with chronic obstructive pulmonary disease (COPD): analysis of patient-level data,None,Giulio Pareto,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14410&GroupID=SUMMARIES
1323,Lilly,Detection of uninformative clinics during the trial of a new drug using statistical and machine learning techniques,KKT Technology pte. ltd.,Praveen Deorani,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14290&GroupID=SUMMARIES
1326,Lilly,"Reliability and Validity of the Parent Rating of Evening and Morning Behavior Scale, Revised",SUNY Upstate Medical University,"Steven V. Faraone, Ph.D.",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14411&GroupID=SUMMARIES
1331,Boehringer Ingelheim,Impact of baseline diabetes and obesity statuses on outcomes post-ischemic stroke,Medical University of South Carolina in Public Health Sciences,Colleen Bauza,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14412&GroupID=SUMMARIES
1335,"GSK, UCB",Investigation into the natural course of epilepsy and the implications on clinical trials,"NINDS, National Institutes of Health",Daniel Goldenholz,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14413&GroupID=SUMMARIES
1341,"Boehringer Ingelheim, GSK, Novartis",Vol-PACT: Improving Volumetric CT Metrics for Precision Analysis of Clinical Trial Results,"Dana-Farber Cancer Institute
Harvard Medical School",Geoffrey R. Oxnard,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14414&GroupID=SUMMARIES
1343,GSK,Improving the Assessment of Systemic Lupus Erythematosus Disease Activity,"University of Toronto, 
University Health Network",Zahi Touma,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14415&GroupID=SUMMARIES
1373,GSK,An exploratory analysis of headache in placebo controlled trials of paroxetine for generalized anxiety disorder,University of Kentucky,"Jonathan H. Smith, M.D.",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14416&GroupID=SUMMARIES
1374,GSK,A novel representation of vaccine efficacy trial datasets for use in computer simulation of vaccination policy,University of Pittsburgh,Michael M. Wagner,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14417&GroupID=SUMMARIES
1377,GSK,The association between patient outcomes under two treatments (ABOUT) in cross-over trials,"IDDI
30 avenue provinciale
1340 Louvain-la-Neuve
Belgium","Marc Buyse, ScD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14418&GroupID=SUMMARIES
1387,GSK,"Sex-differences in immunogenicity, reactogenicity and efficacy in response to vaccines in infants and young children","Nuffield Department of Primary Care Health Sciences, University of Oxford",Merryn Voysey,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14419&GroupID=SUMMARIES
1393,Roche,Prognostic influence of body mass index and body weight gain in colorectal cancer patients treated with adjuvant chemotherapy: data from The AVANT study,"Department of Internal Medicine, Seoul National University Hospital",Sae-Won Han,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14420&GroupID=SUMMARIES
1401,Sanofi,Use of Heparins in patients with Cancer: Individual patient-data meta-analysis of randomized trials,McMaster University,Holger Schunemann,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14421&GroupID=SUMMARIES
1403,ViiV,Mathematical modeling of the HIV transmission risk during the first 24 weeks after initiation of antiretroviral therapy in naïve HIV-infected MSM,Hospital General Universitario Gregorio Marañón,Juan Berenguer,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14422&GroupID=SUMMARIES
1421,GSK,Cost utility analysis comparing belimumab against rituximab in systemic lupus erythematosus,Wingate University,Chris Gillette,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14423&GroupID=SUMMARIES
1422,UCB,Developing new outcome measures for SLE by deconvoluting available data sets,LRI,"Peter E. Lipsky, MD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14424&GroupID=SUMMARIES
1428,Boehringer Ingelheim,Estimating absolute treatment effect of dabigatran 110 mg bid vs. 150 mg bid (vs. warfarin) for individual patients with atrial fibrillation.,"University Medical Center Utrecht, Utrecht, the Netherlands",Frank L.J. Visseren,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14425&GroupID=SUMMARIES
1430,GSK,Comparison of various remission criteria for SLE. A study based on the BLISS-52 and BLISS-76 clinical trials.,"Department of Medicine, Solna",Ronald van Vollenhoven,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14426&GroupID=SUMMARIES
1433,"Boehringer Ingelheim, Lilly, Roche",Identification of patient subgroups with enhanced treatment response in RCTs with time-to-event outcomes: use of counterfactual restricted survival times.,"INSERM U1153 METHODS team, Paris, France",Ludovic Trinquart,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14427&GroupID=SUMMARIES
1450,"Boehringer Ingelheim, Novartis",Understanding effectiveness of new drugs in older adults shortly after market entry.,Brigham and Women's Hospital and Harvard Medical School,Shirley V Wang,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14428&GroupID=SUMMARIES
1451,GSK,Assessment of bias from treatment discontinuation on mortality and exacerbations in the Towards a Revolution in COPD Health (TORCH) randomized trial,McGill University,Samy Suissa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14429&GroupID=SUMMARIES
1452,GSK,A study to determine if prior rotavirus exposure modifies the effect of rotavirus vaccines given to infants in low- and middle-income African countries,University of North Carolina at Chapel Hill,Sylvia Becker-Dreps,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14430&GroupID=SUMMARIES
1455,Boehringer Ingelheim,Prediction of major bleeding in atrial fibrillation patients with a history of stroke or transient ischemic attack,"Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, the Netherlands",Jacoba Greving,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14394&GroupID=SUMMARIES
1456,ViiV,Impact of ongoing side effects on the efficacy of initial antiretroviral therapy,"St Vincent's Hospital, Sydney",Andrew Carr,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14431&GroupID=SUMMARIES
1457,Lilly,Initial severity and efficacy of antipsychotics for schizophrenia and bipolar mania: Individual participant level analyses of placebo-controlled studies.,Department of Psychiatry and Psychotherapy TU-München,Stefan Leucht,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14393&GroupID=SUMMARIES
1461,Lilly,Regression discontinuity designs to evaluate real-world clinical effectiveness: a case study of drotrecogin alpha,Boston University,Allan J. Walkey,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14432&GroupID=SUMMARIES
1470,"Takeda, UCB",The efficacy of biologic drugs in short-duration versus long-duration inflammatory bowel disease,"Gastroenterology Department, First Affiliated Hospital of Sun-YatSen University, Guangzhou, China

Director, IBD Service, Sheba Medical Center, Tel-Aviv University, Israel",Shomron Ben-Horin M.D.,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14433&GroupID=SUMMARIES
1473,Roche,Comparison of the pharmacokinetics of oral once-monthly 150mg ibandronate between ethnic Europeans and Taiwan post-menopausal osteoporotic women across two phase 1 studies,"(1) Department of Laboratory Medicine, National Taiwan University Hospital
(2) Institute of Epidemiology and Preventive Medicine, National Taiwan University",Keh-Sung Tsai,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14434&GroupID=SUMMARIES
1475,Boehringer Ingelheim,Predicting safety and efficacy of afatinib treatment of NSCLC,"Flinders Centre for Innovation in Cancer, Flinders University, Adelaide, Australia",Assoc/Prof Michael Sorich,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14435&GroupID=SUMMARIES
1481,GSK,Efficacy and safety of belimumab in childhood-onset lupus,"Columbia University Medical Center
630 168th St, Room PH 10-08
New York NY 10032","Dr Anca Askanase MD, MPH",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14436&GroupID=SUMMARIES
1514,Roche,Gain of quality-adjusted life year in patients with neovascular age-related macular degeneration after anti-VEGF treatment,"Department of Ophthalmology,
Seoul National University Bundang Hospital","Park, Sang Jun",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14437&GroupID=SUMMARIES
1526,GSK,"Assessment of correlations among all favourable and unfavourable effects for rosiglitazone/metformin, and for metformin alone, in Type 2 diabetes.","Department of Management
London School of Economics
Houghton Street
London WC2A 2AE",Lawrence D Phillips,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14438&GroupID=SUMMARIES
1528,GSK,A Swapping Method for Average Treatment Effect Estimation,"Statistics, the University of Maryland at Baltimore County (UMBC)",Bimal Sinha,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14439&GroupID=SUMMARIES
1540,GSK,IMPROVING METHODS. Our research focus is to optimize the translation of clinical trial results into clinical practice.,Brown University,Dr. Issa Dahabreh,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14440&GroupID=SUMMARIES
1541,Roche,Item calibration of the NEI VFQ-25 to improve future comparative research using patient-reported outcome (PRO) measures.,"Wilmer Eye Institute
Johns Hopkins School of Medicine",Judith E. Goldstein,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14441&GroupID=SUMMARIES
1542,Boehringer Ingelheim,Optimising the Analysis of vascular Prevention trials (OA-Prevention),University of Nottingham,Philip Bath,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14442&GroupID=SUMMARIES
1558,"GSK, Novartis",Development of historical control using placebo data from pediatric epilepsy studies,"UCB Celltech, UK",Anthony Daniels,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14443&GroupID=SUMMARIES
1566,Lilly,A microanalysis of symptoms and behaviors defining ADHD in adults and their response to both active medication and placebo,"University of Utah School of Medicine Department of Psychiatry
&
Psychiatric & Behavioral Solutions LLC",Frederick W. Reimherr MD,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14444&GroupID=SUMMARIES
1567,"Boehringer Ingelheim, Takeda",Stratification of SGLT2 inhibitor glucose lowering therapy in Type 2 diabetes,"University of Exeter Medical Scool
(Honorary Consultant Physician (Diabetes) Royal Devon and Exeter Hospital)",Andrew Hattersley,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14299&GroupID=SUMMARIES
1569,GSK,Melancholic symptoms in bipolar depression and response to lamotrigine,"Department of Psychiatry, University of Saskatchewan (U of S), Saskatchewan, Canada",Dr. Evyn Peters,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14445&GroupID=SUMMARIES
1572,"Boehringer Ingelheim, Eisai, GSK, Lilly",Research to evaluate the relation of toxicity and the relative dose intensity in phase I trials beyond cycle 1 of Molecular Targeted Agents (MTAs),"Department of Breast and Medical Oncology
National Cancer Center Hospital, National Cancer Center, Japan","Kan Yonemori, MD., PhD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14446&GroupID=SUMMARIES
1575,"GSK, Lilly",Early improvement in individual symptoms and response to antidepressants in patients with major depressive disorder,"Interdisciplinary Center Psychopathology and Emotion regulation, University Center of Psychiatry, University Medical Center Groningen, the Netherlands",Ymkje Anna de Vries,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14447&GroupID=SUMMARIES
1581,GSK,MASTERMIND: Assessing the cost effectiveness of a stratified approach to type 2 diabetes therapy,University of Bath,Professor Chris Jennison,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14448&GroupID=SUMMARIES
1587,Astellas,Sex-specific efficacy of mirabegron for overactive bladder (OAB) symptoms: individual patient data meta-analyses,"dept. of general practice, University Medical Center Groningen, University of Groningen, the Netherlands","Marco H. Blanker, MD PhD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14300&GroupID=SUMMARIES
1593,GSK,JANUVIA/JANUMET HTA Submission(Germany),MSD Sharp & Dohme GmbH,Dr. Rainer Woker,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14449&GroupID=SUMMARIES
1595,"Boehringer Ingelheim, GSK, Lilly, Roche",A Novel Approach to Developing Comprehensive Profile of Adverse Event (AE) Data from Clinical Trials,Cytel Statistical Software and Services Pvt. Ltd,Sharayu Paranjpe,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14309&GroupID=SUMMARIES
1599,Roche,"Predictors of exposure, adverse and therapeutic effects of BRAF/MEK inhibitors in advanced melanoma.",Flinders University,Michael Sorich,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14450&GroupID=SUMMARIES
1600,Lilly,Item factor analysis of the SNAP-IV Parent Report Form: Generating item parameter estimates,"University of California, Los Angeles","Alexandra Sturm, Ph.D.",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14451&GroupID=SUMMARIES
1601,Sanofi,Identification of clinical biomarkers for adjuvant chemotherapy for gastric cancer after D2 dissection by analyses of individual patents’ data from large randomized controlled trials,"Chief of Surgery, JCHO Nihonmatsu Hospital
Research Professor, Fukushima Medical University","Akira Tsuburaya, MD PhD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14310&GroupID=SUMMARIES
1619,Boehringer Ingelheim,Thrombolysis with alteplase 3 to 4.5 hours after acute ischemic stroke: reanalysis of ECASS III trial to assess robustness of findings across statistical models,EBSCO Information Services,"Brian S. Alper, MD, MSPH, FAAFP",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14386&GroupID=SUMMARIES
1622,ViiV,A systematic literature review and Individual patient-level data enhanced network meta-analysis to determine the comparative efficacy and safety of first-line HIV antiretroviral therapies,School of Population and Public Health,Steve Kanters,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14452&GroupID=SUMMARIES
1624,Lilly,A Meta-analysis of Tardive Dyskinesia Rates in Studies Comparing Second Generation Antipsychotics (SGAs) with each other or to First-Generation Antipsychotics (FGAs).,The Zucker Hillside Hospital,Christoph U Correll,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14453&GroupID=SUMMARIES
1626,GSK,Factors associated with Prostate Cancer in Prostate Needle Biopsy,University of Illinois at Chicago,Daniel M. Moreira,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14454&GroupID=SUMMARIES
1629,GSK,"Assessing sex-differences and the effect of timing of vaccination on immunogenicity, reactogenicity and efficacy of vaccines in young children",University of Oxford,Merryn Voysey,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14380&GroupID=SUMMARIES
1630,GSK,A framework for individualized prediction of the rate and severity of asthma exacerbations,"Faculty of Pharmaceutical Sciences and Faculty of Medicine, University of British Columbia",Mohsen Sadatsafavi,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14301&GroupID=SUMMARIES
1633,ViiV,"Comparative effect of dolutegravir and raltegravir on CD4+/CD8+ ratio, CD4%, and multiple T-cell marker recovery. SPRING-2 study.","Hospital San Pedro - Center for Biomedical Research of La Rioja (CIBIR), SPAIN",Jose Ramon Blanco,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14303&GroupID=SUMMARIES
1637,Novartis,1618 - Optimizing Patient Reported Outcomes by Linking Study Endpoints to Real-World Benchmarks,"University at Buffalo, SUNY",Dr. Jeffrey Lackner,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14455&GroupID=SUMMARIES
1640,GSK,Effect of Fluticasone/Salmeterol on Chronic Bronchitis Symptoms and Associated Patient Reported Outcomes: a post-hoc analysis of the TORCH trial,"Lewis Katz School of Medicine, Temple University.",Victor Kim,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14456&GroupID=SUMMARIES
1643,"Astellas, Lilly, Novartis, Roche",Development of an accurate statistical method for evaluating region-specific treatment effects in multiregional clinical trials,"The Institute of Statistical Mathematics, Research Organization of Information and Systems, Tokyo, Japan",Hisashi Noma,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14457&GroupID=SUMMARIES
1646,Lilly,Effects of tumor burden change (response) on survival in mesothelioma,Mayo Clinic,Aaron Mansfield,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14458&GroupID=SUMMARIES
1654,"GSK, Lilly",Placebo Response in Major Depressive Disorder.,"University of California, Los Angeles",Ariana Anderson,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14389&GroupID=SUMMARIES
1660,Sanofi,Assessing the generalizability of all-cause mortality from the MOSAIC trial to older adults diagnosed with stage II and III colon cancer in SEER-Medicare,"University of North Carolina at Chapel Hill, Department of Epidemiology, Gillings School of Global Public Health",Jennifer L. Lund,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14459&GroupID=SUMMARIES
1668,Roche,Quantitative Evaluation of Circadian Rhythm of Serum Glucose Level in Caucasian and Chinese Type 2 Diabetic Patients (Oct/2016),"Phase I Unit, Clinical Pharmacology Research Center, Peking Union Medical College Hospital",Pei Hu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14315&GroupID=SUMMARIES
1675,Lilly,Efficacy and tolerability of SNRIs in depression.,"Department of Pharmacology, Institute of Neuroscience and Physiology, University of Gothenburg, Gothenburg, Sweden",Elias Eriksson,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14460&GroupID=SUMMARIES
1684,Roche,"ANSELMA
Antiangiogenic agents in advanced non-small cell lung cancer patients who failed first-line chemotherapy: an individual patient data meta-analysis",Gustave Roussy,BENJAMIN BESSE,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14294&GroupID=SUMMARIES
1688,Novartis,Translational data from LPT109096 to assess the impact of HER2-targeted therapies on HER-family and stem cell marker expression.,"National Institute for Cellular Biotechnology, Dublin City University, Glasnevin, Dublin 9, Ireland.",Denis Collins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14374&GroupID=SUMMARIES
1691,GSK,Longitudinal Concurrent and Predictive Biomarkers of Clinical Disease Severity in Systemic Lupus Erythematosus in BLISS-52/BLISS-76,Pfizer,Austin Huang,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14296&GroupID=SUMMARIES
1692,"Boehringer Ingelheim, GSK",Predictors  of chronic obstructive pulmonary disease progression,"Laboratory of Clinical Pharmacology and Pharmacometrics, Graduate School of Pharmaceutical Sciences, Chiba university, Chiba, Japan",Akihiro Hisaka,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14311&GroupID=SUMMARIES
1693,"Lilly, Novartis",Identifying Subgroups of Response to Biologics in Psoriasis using Large-scale Patient-level Data,University of Manchester,Nophar Geifman,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14511&GroupID=SUMMARIES
1695,GSK,Outcome measures and baseline predictors of response to belimumab treatment.,"Department of Medicine, Rheumatology Unit, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden",Ioannis Parodis,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14312&GroupID=SUMMARIES
1702,Roche,Pooled analysis of cardiac safety of T-DM1 in HER2-positive metastatic breast cancer patients,"Institut Jules Bordet
BrEAST Data Center, Brussels Belgium",Evandro de Azambuja,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14304&GroupID=SUMMARIES
1707,Lilly,Comparative Effectiveness Analysis with Data From Randomized Clinical Trials and Observational Studies,"The University of Hong Kong
Duke University (Adjunct)",Herbert Pang,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14461&GroupID=SUMMARIES
1721,"Lilly, Roche",Improving the evaluation of new cancer therapies to expedite patient access,University of Adelaide,Professor Jonathan Karnon,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14295&GroupID=SUMMARIES
1726,"Takeda, UCB",Association Between Obesity and Response to Biologic Therapy in Inflammatory Bowel Diseases,University of California San Diego,Siddharth Singh,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14512&GroupID=SUMMARIES
1731,GSK,"Host characteristics impacting Rotarix immunogenicity and correlates of protection for rotavirus gastroenteritis, a multi-site pooled analysis of individual-level clinical trial data","Department of Epidemiology, Rollins School of Public Health, Emory University",Julia M. Baker,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14302&GroupID=SUMMARIES
1732,"Astellas, Boehringer Ingelheim, GSK, Lilly, Novartis, Roche, Sanofi, Takeda, UCB","Assessing heterogeneity in relative treatment efficacy by age, sex and comorbidity.",University of Glasgow,Dr David A McAllister,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14388&GroupID=SUMMARIES
1733,Roche,Identifying Trajectories of Disease Activity States in Juvenile Idiopathic Arthritis (JIA) Early After Treatment: Shortening Time to Decision to Change Treatment,"Rady Faculty of Health Sciences, University of Manitoba
Children's Hospital Research Institute of Manitoba, University of Manitoba",Lily Lim,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16103&GroupID=SUMMARIES
1741,"Lilly, Novartis, Roche","Predictors of exposure, therapeutic and adverse effects of drugs used in the treatment of advanced breast cancer and advanced colorectal cancer.",Flinders University,Dr Ashley Mark Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14316&GroupID=SUMMARIES
1749,"GSK, Novartis, Roche",Bisphosphonates for the Treatment of Osteoporosis In Chronic Kidney Disease: an Individual Patient Level Systematic Review and Meta-Analyses,"Division of Nephrology, Department of Medicine, McMaster University, Department of Health Research Methods, Evidence and Impact, affiliated to Research St. Joseph's - Hamilton",Dr. David Collister,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19507&GroupID=SUMMARIES
1752,GSK,Sex Differences in responses to umeclidinium-vilanterol treatment in COPD patients,"Istituto superiore di sanità, Italy",Elisabetta Straface,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14462&GroupID=SUMMARIES
1758,Novartis,Change in Albuminuria and GFR as End Points for Clinical Trials in Early Stages of Chronic Kidney Disease,Tufts Medical Center/Tufts Medical School,"Lesley A. Inker, MD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14463&GroupID=SUMMARIES
1764,"Sanofi, Takeda",Personalized Medicine Model Builder and Evaluation for Diabetes Treatments,"Queens College, CUNY and the Wharton Business School of the University of Pennsylvania",Adam Kapelner,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14317&GroupID=SUMMARIES
1779,GSK,Evaluation of the effect of inhaled corticosteroids (ICS) on blood eosinophil count (EOS) in patients with COPD,"Division of Infection, Immunity and Respiratory Medicine
University of Manchester, UK",Professor Jørgen Vestbo DMSc FRCP FERS,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14318&GroupID=SUMMARIES
1786,"Lilly, Novartis, UCB",The efficacy of biologic medications in improving depressive symptoms in patients with psoriasis and PsA – Patient-level meta-analysis of randomized clinical trials data,"University of Toronto, Women's College Hospital, Toronto, ON, Canada",Dr Lihi Eder,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19617&GroupID=SUMMARIES
1794,Roche,A study to identify the associated factor of reported adverse event severity among HER2-positive metastatic breast cancer patient from clinical trials.,"Centre for Investigational New Product, National Pharmaceutical Regulatory Agency (NPRA) Lot 36, Jalan Universiti, 46200 Petaling Jaya, Selangor, Malaysia",OH CHEN WEI,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19787&GroupID=SUMMARIES
1808,"Roche, UCB",Long-term predictive value of patient global assessment regarding radiographic damage and physical function in patients with Rheumatoid Arthritis: individual patient data meta-analysis,"Centro Hospitalar e Universitário de Coimbra, Coimbra, Portugal.
Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal.",José A. P. da Silva,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16104&GroupID=SUMMARIES
1813,Takeda,Comparative efficacy of biologics in resolving extraintestinal manifestations of inflammatory bowel disease (IBD): a systematic review and meta-analysis,Mayo Clinic,"Purna C. Kashyap, MBBS",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19827&GroupID=SUMMARIES
1816,"Lilly, Roche","Individual patients data based meta-analysis of randomized trials assessing the interest of molecularly targeted treatments of advanced/recurrent stomach cancer:
A meta-analysis by the GASTRIC group","Gustave Roussy Cancer Center
Biostatistics and epidemiology dpt
INSERM CESP U1018 OncoStat
Meta-analysis platform
114 rue Ed Vaillant 94805 Villejuif cedex, France",Xavier Paoletti,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14390&GroupID=SUMMARIES
1819,GSK,INDIVIDUAL PARTICIPANT DATA META-ANALYSIS OF ANTIDEPRESSANT TRIALS FOR MAJOR DEPRESSION IN JAPAN,Hiroshima University,Shigeto Yamawaki,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14464&GroupID=SUMMARIES
1831,"GSK, Novartis, Takeda",Statistical Methods Research to Compare the Performance of New Estimators of the Treatment Effect in Alzheimer’s Disease Randomized Trials,"Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University",Michael Rosenblum,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14513&GroupID=SUMMARIES
1843,GSK,The genetics of glycaemic response to GLP-1 receptor agonists in Type 2 diabetes,University of Dundee Dundee  DD1 9SY,Ewan Pearson,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14306&GroupID=SUMMARIES
1844,GSK,Real World Effects of Medications for Chronic Obstructive Pulmonary Disease,London School of Hygiene & Tropical medicine (LSHTM),Dr Kevin Wing,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14305&GroupID=SUMMARIES
1847,Sanofi,Antiangiogenic Second line Lung cancer Meta-Analysis (ANSELMA) - A meta-analysis on antiangiogenic agents in advanced non-small cell lung cancer patients who failed first-line chemotherapy.,"University Paris-Sud and Gustave Roussy, Department of Medicine 
114 Rue Edouard Vaillant, 94805 Villejuif Cedex, France
Phone: +33 (0)1 42 11 43 22 
Fax:  +33 (0)1 42 11 52 19",Benjamin Besse,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14307&GroupID=SUMMARIES
1851,Roche,Validation of a Novel Outcome Instrument for SLE Clinical Trials Using Phase II Rontalizumab Study Data Set.,UCSD School of Medicine,Kenneth Kalunian,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19508&GroupID=SUMMARIES
1857,"GSK, Novartis",Comparative safety and effectiveness of cognitive enhancers for Alzheimer's dementia: a systematic review and individual patient data network meta-analysis,"Knowledge Translation Program, Li Ka Shing Knowledge Institute, St. Michael’s Hospital",Andrea C. Tricco,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19509&GroupID=SUMMARIES
1880,"Boehringer Ingelheim, Eisai, Lilly, Roche, Sanofi",Improving the evaluation of new cancer therapies to expedite patient access,University of Adelaide,Professor Jonathan Karnon,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16123&GroupID=SUMMARIES
1907,GSK,Critical characterization of the impact of clinical-pathological tumoral features  on recurrence risk dynamics of NSCLS.,"European institute of Oncology , Milan",Tommaso De Pas,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14313&GroupID=SUMMARIES
1911,"Boehringer Ingelheim, Daiichi Sankyo",Lower incidence of atrial fibrillation in NOAC treated patients without prior AF,"Department of Cardiology, Maastricht University Medical Centre, Maastricht, the Netherlands",Ömer Erküner,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19666&GroupID=SUMMARIES
1925,GSK,"EstablishINg the best STEp-up treatments for children with uncontrolled asthma despite Inhaled corticosteroids (EINSTEIN): A systematic review, network meta-analysis and cost effectiveness analysis",University of Liverpool,Catrin Tudur Smith,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19874&GroupID=SUMMARIES
1928,GSK,The development of a disease progression model to describe the long-term effects of anti-diabetic medications on Hemoglobin A1C,The University of Jordan,Mohammad Saleh,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14319&GroupID=SUMMARIES
1933,Novartis,"Benefit-harm assessment of Fingolimod: a novel methodology to inform patients with MS, industry, guideline developers and regulatory agencies on the balance of benefits and harms","University of Zurich
Institute of Social and Preventive Medicine
Hirschengraben 84
CH-8001 Zurich",Alessandra Spanu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14373&GroupID=SUMMARIES
